Timestamp,"MB Fan #1","MB Fan #2","MB Fan #3","MB Fan #4","MB Fan #5","MB Temp #1","MB Temp #2","MB Temp #3","MB VCPU","CPU Package","CPU Load","GPU #1 Temp #1","GPU #1 Temp #2","GPU #1 Load","GPU #1 Memory Load","GPU #1 Video Engine","GPU #2 Fan","GPU #2 Temp #1","GPU #2 Temp #2","GPU #2 Temp #3","GPU #2 Load #1","GPU #2 Memory Load","GPU #2 Video Engine","HX1000i Fan","HX1000i Temp","HX1000i Efficiency","HX1000i 12V Voltage","HX1000i 12V Current","HX1000i 12V Power"
29/8/2025 20:27:53 PM,1168RPM,1560RPM,3268RPM,1184RPM,1202RPM,45.00°C,59.50°C,41.00°C,1.08V,59.13°C,33%,41.00°C,44.00°C,0%,0%,0%,1269RPM,76.00°C,64.00°C,56.00°C,21%,28%,0%,1576RPM,35.50°C,91W,11.90V,9.00A,107W
29/8/2025 20:27:58 PM,1181RPM,1555RPM,3325RPM,1169RPM,1221RPM,45.00°C,60.50°C,41.00°C,1.12V,59.25°C,22%,41.00°C,44.00°C,0%,0%,0%,960RPM,72.00°C,60.00°C,52.00°C,27%,35%,0%,1584RPM,35.50°C,90W,11.90V,8.50A,101W
29/8/2025 20:28:03 PM,1166RPM,1582RPM,3417RPM,1182RPM,1195RPM,45.00°C,60.50°C,41.00°C,1.10V,59.88°C,45%,41.00°C,44.00°C,0%,0%,0%,833RPM,76.00°C,69.00°C,57.00°C,99%,42%,0%,1592RPM,35.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:28:08 PM,1166RPM,1582RPM,3417RPM,1182RPM,1195RPM,45.00°C,60.50°C,41.00°C,1.10V,59.38°C,44%,41.00°C,44.00°C,0%,0%,0%,833RPM,76.00°C,69.00°C,57.00°C,99%,42%,0%,1560RPM,35.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:28:13 PM,1166RPM,1555RPM,3375RPM,1166RPM,1214RPM,45.00°C,59.00°C,42.00°C,1.10V,59.25°C,47%,41.00°C,45.00°C,0%,0%,0%,918RPM,78.00°C,71.00°C,59.00°C,99%,49%,0%,1584RPM,35.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:28:18 PM,1187RPM,1557RPM,3366RPM,1169RPM,1196RPM,45.00°C,59.00°C,42.00°C,1.14V,59.38°C,46%,41.00°C,45.00°C,0%,0%,0%,992RPM,78.00°C,72.00°C,60.00°C,99%,53%,0%,1584RPM,35.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:28:23 PM,1185RPM,1560RPM,3325RPM,1175RPM,1198RPM,45.00°C,59.50°C,42.00°C,1.12V,59.50°C,45%,42.00°C,45.00°C,0%,0%,0%,1076RPM,78.00°C,73.00°C,61.00°C,99%,56%,0%,1560RPM,35.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:28:28 PM,1165RPM,1555RPM,3375RPM,1163RPM,1217RPM,45.00°C,57.00°C,42.00°C,1.14V,59.00°C,50%,41.00°C,45.00°C,0%,0%,0%,1157RPM,80.00°C,74.00°C,61.00°C,100%,60%,0%,1584RPM,35.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:28:33 PM,1165RPM,1555RPM,3375RPM,1163RPM,1217RPM,45.00°C,57.00°C,42.00°C,1.14V,53.88°C,46%,41.00°C,45.00°C,0%,0%,0%,1157RPM,80.00°C,74.00°C,61.00°C,100%,60%,0%,1600RPM,35.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:28:38 PM,1184RPM,1486RPM,3096RPM,1164RPM,1198RPM,45.00°C,53.50°C,42.00°C,1.14V,52.75°C,46%,41.00°C,45.00°C,0%,0%,0%,1235RPM,80.00°C,74.00°C,61.00°C,99%,63%,0%,1624RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:28:43 PM,1172RPM,1446RPM,3125RPM,1178RPM,1218RPM,45.00°C,53.50°C,42.00°C,1.14V,53.63°C,48%,42.00°C,46.00°C,0%,0%,0%,1271RPM,80.00°C,74.00°C,61.00°C,100%,64%,0%,1600RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:28:48 PM,1172RPM,1446RPM,3125RPM,1178RPM,1218RPM,45.00°C,53.50°C,42.00°C,1.14V,52.88°C,48%,42.00°C,46.00°C,0%,0%,0%,1271RPM,80.00°C,74.00°C,61.00°C,100%,64%,0%,1608RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:28:53 PM,1174RPM,1439RPM,3061RPM,1178RPM,1198RPM,45.00°C,52.50°C,42.00°C,1.16V,52.13°C,46%,41.00°C,45.00°C,0%,0%,0%,1276RPM,80.00°C,73.00°C,61.00°C,98%,65%,0%,1624RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:28:58 PM,1183RPM,1400RPM,3139RPM,1166RPM,1218RPM,45.00°C,52.50°C,42.00°C,1.14V,51.75°C,48%,42.00°C,45.00°C,0%,0%,0%,1273RPM,80.00°C,73.00°C,61.00°C,97%,66%,0%,1600RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:29:03 PM,1184RPM,1523RPM,3199RPM,1178RPM,1198RPM,45.00°C,58.50°C,42.00°C,1.11V,58.38°C,50%,41.00°C,45.00°C,0%,0%,0%,1276RPM,80.00°C,73.00°C,61.00°C,99%,67%,0%,1624RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:29:08 PM,1184RPM,1523RPM,3199RPM,1178RPM,1198RPM,45.00°C,58.50°C,42.00°C,1.11V,59.88°C,58%,41.00°C,45.00°C,0%,0%,0%,1276RPM,80.00°C,73.00°C,61.00°C,99%,67%,0%,1624RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:29:13 PM,1185RPM,1578RPM,3341RPM,1181RPM,1217RPM,45.00°C,59.50°C,42.00°C,1.10V,59.50°C,47%,41.00°C,45.00°C,0%,0%,0%,1242RPM,82.00°C,74.00°C,61.00°C,99%,68%,0%,1600RPM,35.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:29:18 PM,1164RPM,1562RPM,3375RPM,1164RPM,1218RPM,46.00°C,60.00°C,42.00°C,1.10V,59.25°C,56%,41.00°C,45.00°C,0%,0%,0%,1237RPM,80.00°C,73.00°C,61.00°C,99%,69%,0%,1608RPM,35.50°C,94W,11.80V,34.50A,407W
29/8/2025 20:29:23 PM,1166RPM,1577RPM,3383RPM,1179RPM,1217RPM,46.00°C,59.50°C,42.00°C,1.11V,60.50°C,48%,41.00°C,45.00°C,0%,0%,0%,1277RPM,80.00°C,73.00°C,61.00°C,99%,69%,0%,1624RPM,35.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:29:28 PM,1166RPM,1577RPM,3383RPM,1179RPM,1217RPM,46.00°C,59.50°C,42.00°C,1.11V,59.38°C,51%,41.00°C,45.00°C,0%,0%,0%,1277RPM,80.00°C,73.00°C,61.00°C,99%,69%,0%,1624RPM,35.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:29:33 PM,1186RPM,1582RPM,3349RPM,1167RPM,1218RPM,46.00°C,59.00°C,42.00°C,1.12V,59.38°C,42%,42.00°C,45.00°C,0%,0%,0%,1200RPM,82.00°C,74.00°C,61.00°C,99%,70%,0%,1608RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:29:38 PM,1168RPM,1560RPM,3333RPM,1182RPM,1218RPM,46.00°C,60.00°C,43.00°C,1.10V,60.38°C,56%,41.00°C,45.00°C,0%,0%,0%,1133RPM,82.00°C,74.00°C,61.00°C,99%,71%,0%,1624RPM,35.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:29:43 PM,1168RPM,1560RPM,3333RPM,1182RPM,1218RPM,46.00°C,60.00°C,43.00°C,1.10V,60.13°C,69%,41.00°C,45.00°C,0%,0%,0%,1133RPM,82.00°C,74.00°C,61.00°C,99%,71%,0%,1616RPM,35.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:29:48 PM,1179RPM,1557RPM,3400RPM,1175RPM,1218RPM,46.00°C,59.50°C,43.00°C,1.10V,59.25°C,48%,41.00°C,46.00°C,0%,0%,0%,1043RPM,82.00°C,74.00°C,62.00°C,99%,71%,0%,1616RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:29:53 PM,1185RPM,1573RPM,3325RPM,1168RPM,1198RPM,46.00°C,59.00°C,43.00°C,1.11V,59.13°C,48%,41.00°C,46.00°C,0%,0%,0%,1036RPM,82.00°C,75.00°C,62.00°C,99%,71%,0%,1616RPM,35.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:29:58 PM,1173RPM,1580RPM,3349RPM,1182RPM,1198RPM,46.00°C,59.00°C,43.00°C,1.14V,59.25°C,51%,42.00°C,46.00°C,0%,0%,0%,1036RPM,82.00°C,75.00°C,63.00°C,99%,71%,0%,1600RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:30:03 PM,1186RPM,1569RPM,3245RPM,1182RPM,1198RPM,46.00°C,55.00°C,43.00°C,1.14V,56.13°C,47%,41.00°C,46.00°C,0%,0%,0%,1064RPM,84.00°C,75.00°C,63.00°C,98%,71%,0%,1600RPM,35.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:30:08 PM,1186RPM,1569RPM,3245RPM,1182RPM,1198RPM,46.00°C,55.00°C,43.00°C,1.14V,53.63°C,50%,41.00°C,46.00°C,0%,0%,0%,1064RPM,84.00°C,75.00°C,63.00°C,98%,71%,0%,1600RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:30:13 PM,1176RPM,1473RPM,3089RPM,1178RPM,1198RPM,46.00°C,53.00°C,43.00°C,1.14V,52.13°C,42%,41.00°C,45.00°C,0%,0%,0%,1079RPM,82.00°C,76.00°C,64.00°C,99%,71%,0%,1616RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:30:18 PM,1187RPM,1410RPM,3125RPM,1171RPM,1200RPM,46.00°C,52.00°C,43.00°C,1.14V,51.88°C,44%,42.00°C,46.00°C,0%,0%,0%,1081RPM,83.00°C,76.00°C,64.00°C,98%,73%,0%,1624RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:30:23 PM,1187RPM,1410RPM,3125RPM,1171RPM,1200RPM,46.00°C,52.00°C,43.00°C,1.14V,51.38°C,45%,42.00°C,46.00°C,0%,0%,0%,1081RPM,83.00°C,76.00°C,64.00°C,98%,73%,0%,1600RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:30:28 PM,1187RPM,1404RPM,3214RPM,1179RPM,1198RPM,46.00°C,51.00°C,43.00°C,1.14V,54.13°C,51%,42.00°C,46.00°C,0%,0%,0%,1121RPM,84.00°C,76.00°C,64.00°C,99%,73%,0%,1608RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:30:33 PM,1178RPM,1459RPM,3089RPM,1166RPM,1198RPM,46.00°C,56.00°C,43.00°C,1.13V,56.13°C,48%,41.00°C,46.00°C,0%,0%,0%,1080RPM,84.00°C,76.00°C,64.00°C,99%,74%,0%,1624RPM,35.50°C,94W,11.80V,33.00A,389W
29/8/2025 20:30:38 PM,1174RPM,1493RPM,3221RPM,1183RPM,1200RPM,46.00°C,55.00°C,43.00°C,1.12V,54.00°C,49%,41.00°C,46.00°C,0%,0%,0%,1109RPM,84.00°C,79.00°C,64.00°C,99%,73%,0%,1624RPM,36.00°C,94W,11.90V,32.50A,387W
29/8/2025 20:30:43 PM,1167RPM,1473RPM,3054RPM,1167RPM,1201RPM,46.00°C,55.00°C,43.00°C,1.13V,54.25°C,48%,42.00°C,46.00°C,0%,0%,0%,1184RPM,82.00°C,79.00°C,64.00°C,99%,73%,0%,1960RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:30:48 PM,1174RPM,1473RPM,3110RPM,1179RPM,1220RPM,46.00°C,56.50°C,43.00°C,1.13V,55.63°C,49%,42.00°C,46.00°C,0%,0%,0%,1228RPM,84.00°C,78.00°C,64.00°C,99%,73%,0%,1952RPM,35.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:30:53 PM,1180RPM,1472RPM,3260RPM,1172RPM,1220RPM,46.00°C,55.50°C,43.00°C,1.12V,54.50°C,48%,42.00°C,46.00°C,0%,0%,0%,1232RPM,84.00°C,78.00°C,64.00°C,99%,73%,0%,1952RPM,35.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:30:58 PM,1168RPM,1473RPM,3284RPM,1184RPM,1220RPM,46.00°C,54.00°C,43.00°C,1.12V,53.88°C,43%,42.00°C,45.00°C,0%,0%,0%,1235RPM,84.00°C,78.00°C,63.00°C,99%,73%,0%,1960RPM,35.50°C,94W,11.90V,35.00A,417W
29/8/2025 20:31:03 PM,1176RPM,1516RPM,3268RPM,1170RPM,1201RPM,47.00°C,55.50°C,43.00°C,1.14V,56.88°C,44%,42.00°C,45.00°C,0%,0%,0%,1129RPM,82.00°C,78.00°C,63.00°C,100%,71%,0%,1952RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:31:08 PM,1180RPM,1472RPM,3082RPM,1183RPM,1202RPM,47.00°C,53.00°C,43.00°C,1.13V,53.00°C,43%,42.00°C,45.00°C,0%,0%,0%,1045RPM,84.00°C,78.00°C,63.00°C,99%,71%,0%,1944RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:31:13 PM,1174RPM,1430RPM,3068RPM,1183RPM,1219RPM,47.00°C,52.50°C,43.00°C,1.14V,52.63°C,44%,42.00°C,46.00°C,0%,0%,0%,997RPM,84.00°C,78.00°C,64.00°C,100%,71%,0%,1968RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:31:18 PM,1179RPM,1421RPM,3075RPM,1170RPM,1219RPM,47.00°C,53.50°C,43.00°C,1.13V,52.88°C,48%,42.00°C,46.00°C,0%,0%,0%,946RPM,84.00°C,76.00°C,66.00°C,100%,73%,0%,1976RPM,35.50°C,94W,11.90V,32.00A,381W
29/8/2025 20:31:23 PM,1180RPM,1421RPM,3161RPM,1168RPM,1200RPM,47.00°C,52.00°C,44.00°C,1.14V,52.63°C,45%,41.00°C,46.00°C,0%,0%,0%,919RPM,84.00°C,79.00°C,65.00°C,99%,73%,0%,1960RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:31:28 PM,1169RPM,1401RPM,3154RPM,1168RPM,1219RPM,47.00°C,51.50°C,44.00°C,1.14V,51.75°C,42%,42.00°C,46.00°C,0%,0%,0%,959RPM,84.00°C,79.00°C,65.00°C,100%,73%,0%,1952RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:31:33 PM,1186RPM,1386RPM,3146RPM,1172RPM,1219RPM,47.00°C,51.00°C,44.00°C,1.14V,51.63°C,42%,42.00°C,45.00°C,0%,0%,0%,1021RPM,84.00°C,79.00°C,65.00°C,100%,73%,0%,1976RPM,35.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:31:38 PM,1180RPM,1380RPM,3110RPM,1167RPM,1221RPM,47.00°C,51.50°C,44.00°C,1.13V,51.38°C,45%,41.00°C,45.00°C,0%,0%,0%,1074RPM,86.00°C,80.00°C,65.00°C,98%,73%,0%,1968RPM,35.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:31:43 PM,1182RPM,1381RPM,3068RPM,1171RPM,1200RPM,47.00°C,53.50°C,44.00°C,1.10V,53.50°C,47%,42.00°C,45.00°C,0%,0%,0%,1082RPM,84.00°C,77.00°C,65.00°C,99%,73%,0%,1952RPM,35.50°C,94W,11.80V,33.50A,395W
29/8/2025 20:31:48 PM,1179RPM,1386RPM,3096RPM,1167RPM,1201RPM,47.00°C,52.50°C,44.00°C,1.13V,52.13°C,44%,41.00°C,46.00°C,0%,0%,0%,1080RPM,84.00°C,78.00°C,65.00°C,100%,73%,0%,1952RPM,35.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:31:53 PM,1179RPM,1406RPM,3082RPM,1180RPM,1219RPM,47.00°C,51.50°C,44.00°C,1.13V,51.50°C,46%,42.00°C,46.00°C,0%,0%,0%,1078RPM,86.00°C,77.00°C,65.00°C,100%,74%,0%,1960RPM,35.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:31:58 PM,1175RPM,1404RPM,3096RPM,1183RPM,1220RPM,47.00°C,51.50°C,44.00°C,1.14V,51.75°C,47%,42.00°C,45.00°C,0%,0%,0%,1080RPM,86.00°C,78.00°C,65.00°C,99%,74%,0%,1968RPM,35.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:32:03 PM,1180RPM,1403RPM,3075RPM,1182RPM,1201RPM,47.00°C,51.50°C,44.00°C,1.13V,51.88°C,42%,42.00°C,45.00°C,0%,0%,0%,1079RPM,84.00°C,77.00°C,65.00°C,99%,74%,0%,1976RPM,36.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:32:08 PM,1180RPM,1404RPM,3139RPM,1171RPM,1201RPM,47.00°C,52.50°C,44.00°C,1.14V,52.75°C,48%,42.00°C,46.00°C,0%,0%,0%,1079RPM,86.00°C,77.00°C,65.00°C,99%,74%,0%,1976RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:32:13 PM,1167RPM,1406RPM,3117RPM,1171RPM,1219RPM,47.00°C,53.00°C,44.00°C,1.14V,52.63°C,42%,42.00°C,46.00°C,0%,0%,0%,1109RPM,86.00°C,77.00°C,65.00°C,99%,74%,0%,1960RPM,36.00°C,94W,11.90V,30.50A,363W
29/8/2025 20:32:18 PM,1175RPM,1404RPM,3110RPM,1171RPM,1219RPM,47.00°C,51.00°C,44.00°C,1.14V,50.75°C,39%,42.00°C,46.00°C,0%,0%,0%,1120RPM,85.00°C,77.00°C,65.00°C,100%,74%,0%,1952RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:32:23 PM,1188RPM,1404RPM,3161RPM,1167RPM,1201RPM,47.00°C,51.00°C,44.00°C,1.16V,52.38°C,49%,42.00°C,45.00°C,0%,0%,0%,1120RPM,86.00°C,77.00°C,65.00°C,99%,74%,0%,1952RPM,36.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:32:28 PM,1188RPM,1404RPM,3139RPM,1168RPM,1200RPM,47.00°C,52.00°C,44.00°C,1.15V,52.13°C,47%,42.00°C,46.00°C,0%,0%,0%,1092RPM,84.00°C,77.00°C,65.00°C,99%,74%,0%,1976RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:32:33 PM,1187RPM,1406RPM,3117RPM,1167RPM,1219RPM,47.00°C,52.50°C,44.00°C,1.14V,53.13°C,50%,42.00°C,46.00°C,0%,0%,0%,1078RPM,86.00°C,77.00°C,65.00°C,99%,74%,0%,1976RPM,36.00°C,92W,11.90V,13.00A,155W
29/8/2025 20:32:38 PM,1189RPM,1491RPM,3132RPM,1186RPM,1196RPM,47.00°C,53.50°C,44.00°C,1.15V,53.63°C,47%,42.00°C,45.00°C,0%,0%,0%,840RPM,86.00°C,77.00°C,65.00°C,99%,74%,0%,1976RPM,36.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:32:43 PM,1170RPM,1486RPM,3117RPM,1182RPM,1215RPM,47.00°C,53.00°C,44.00°C,1.14V,53.75°C,48%,42.00°C,46.00°C,0%,0%,0%,851RPM,84.00°C,78.00°C,66.00°C,99%,74%,0%,1952RPM,36.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:32:48 PM,1176RPM,1465RPM,3117RPM,1168RPM,1197RPM,48.00°C,52.50°C,44.00°C,1.15V,53.38°C,46%,42.00°C,45.00°C,0%,0%,0%,875RPM,86.00°C,78.00°C,66.00°C,99%,74%,0%,1952RPM,36.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:32:53 PM,1176RPM,1440RPM,3068RPM,1169RPM,1218RPM,47.00°C,53.00°C,44.00°C,1.14V,52.50°C,43%,42.00°C,46.00°C,0%,0%,0%,930RPM,86.00°C,78.00°C,66.00°C,99%,74%,0%,1960RPM,36.00°C,94W,11.90V,32.00A,381W
29/8/2025 20:32:58 PM,1189RPM,1445RPM,3061RPM,1172RPM,1200RPM,48.00°C,52.50°C,44.00°C,1.14V,52.63°C,43%,42.00°C,45.00°C,0%,0%,0%,977RPM,86.00°C,79.00°C,66.00°C,99%,74%,0%,1968RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:33:03 PM,1175RPM,1403RPM,3089RPM,1179RPM,1200RPM,47.00°C,51.00°C,44.00°C,1.14V,52.13°C,48%,42.00°C,46.00°C,0%,0%,0%,1009RPM,86.00°C,79.00°C,67.00°C,97%,76%,0%,1976RPM,36.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:33:08 PM,1175RPM,1398RPM,3125RPM,1171RPM,1219RPM,48.00°C,51.50°C,44.00°C,1.14V,52.25°C,46%,42.00°C,46.00°C,0%,0%,0%,1038RPM,86.00°C,79.00°C,66.00°C,100%,78%,0%,1976RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:33:13 PM,1174RPM,1406RPM,3139RPM,1179RPM,1219RPM,48.00°C,51.50°C,44.00°C,1.14V,52.00°C,47%,42.00°C,46.00°C,0%,0%,0%,1005RPM,86.00°C,79.00°C,67.00°C,98%,78%,0%,1952RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:33:18 PM,1175RPM,1397RPM,3103RPM,1184RPM,1200RPM,48.00°C,53.00°C,44.00°C,1.15V,52.50°C,46%,43.00°C,46.00°C,0%,0%,0%,998RPM,86.00°C,79.00°C,67.00°C,99%,79%,0%,1952RPM,36.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:33:23 PM,1180RPM,1406RPM,3075RPM,1180RPM,1218RPM,48.00°C,52.50°C,44.00°C,1.15V,52.88°C,47%,41.00°C,46.00°C,0%,0%,0%,962RPM,86.00°C,79.00°C,67.00°C,99%,79%,0%,1952RPM,36.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:33:28 PM,1169RPM,1431RPM,3117RPM,1185RPM,1198RPM,48.00°C,54.00°C,45.00°C,1.14V,54.25°C,53%,43.00°C,46.00°C,0%,0%,0%,976RPM,86.00°C,80.00°C,67.00°C,99%,79%,0%,1960RPM,36.00°C,94W,11.80V,32.00A,378W
29/8/2025 20:33:33 PM,1167RPM,1431RPM,3132RPM,1179RPM,1201RPM,48.00°C,53.50°C,45.00°C,1.16V,53.25°C,52%,42.00°C,46.00°C,0%,0%,0%,999RPM,86.00°C,80.00°C,67.00°C,97%,79%,0%,1968RPM,36.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:33:38 PM,1189RPM,1451RPM,3075RPM,1171RPM,1219RPM,48.00°C,53.00°C,45.00°C,1.13V,53.50°C,47%,42.00°C,46.00°C,0%,0%,0%,1036RPM,87.00°C,80.00°C,67.00°C,99%,79%,0%,1968RPM,36.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:33:43 PM,1170RPM,1451RPM,3068RPM,1184RPM,1219RPM,48.00°C,53.50°C,45.00°C,1.14V,53.50°C,49%,42.00°C,46.00°C,0%,0%,0%,1008RPM,87.00°C,80.00°C,67.00°C,99%,79%,0%,1984RPM,36.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:33:48 PM,1180RPM,1425RPM,3082RPM,1185RPM,1200RPM,48.00°C,52.50°C,45.00°C,1.13V,53.25°C,50%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,67.00°C,96%,79%,0%,1952RPM,36.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:33:53 PM,1188RPM,1445RPM,3154RPM,1168RPM,1218RPM,48.00°C,52.50°C,45.00°C,1.14V,53.13°C,44%,42.00°C,46.00°C,0%,0%,0%,997RPM,86.00°C,80.00°C,67.00°C,100%,80%,0%,1960RPM,36.00°C,94W,11.90V,32.00A,381W
29/8/2025 20:33:58 PM,1175RPM,1436RPM,3061RPM,1185RPM,1219RPM,48.00°C,52.00°C,45.00°C,1.15V,54.25°C,57%,42.00°C,46.00°C,0%,0%,0%,995RPM,86.00°C,80.00°C,67.00°C,99%,80%,0%,1960RPM,36.00°C,94W,11.80V,33.50A,395W
29/8/2025 20:34:03 PM,1189RPM,1421RPM,3110RPM,1168RPM,1200RPM,48.00°C,54.50°C,45.00°C,1.15V,54.88°C,53%,43.00°C,46.00°C,0%,0%,0%,1024RPM,86.00°C,82.00°C,68.00°C,89%,80%,0%,1984RPM,36.00°C,94W,11.90V,31.50A,375W
29/8/2025 20:34:08 PM,1178RPM,1430RPM,3096RPM,1184RPM,1201RPM,48.00°C,54.50°C,45.00°C,1.15V,54.25°C,54%,42.00°C,46.00°C,0%,0%,0%,1169RPM,86.00°C,82.00°C,67.00°C,86%,80%,0%,1968RPM,36.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:34:13 PM,1168RPM,1443RPM,3139RPM,1186RPM,1220RPM,48.00°C,52.00°C,45.00°C,1.14V,53.00°C,41%,42.00°C,46.00°C,0%,0%,0%,1235RPM,86.00°C,78.00°C,66.00°C,99%,80%,0%,1968RPM,36.00°C,94W,11.90V,32.50A,387W
29/8/2025 20:34:18 PM,1187RPM,1390RPM,3061RPM,1185RPM,1219RPM,48.00°C,52.00°C,45.00°C,1.14V,52.38°C,35%,42.00°C,46.00°C,0%,0%,0%,1275RPM,88.00°C,78.00°C,66.00°C,100%,80%,0%,1968RPM,36.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:34:23 PM,1178RPM,1380RPM,3082RPM,1175RPM,1201RPM,48.00°C,51.00°C,45.00°C,1.14V,51.13°C,35%,42.00°C,46.00°C,0%,0%,0%,1274RPM,86.00°C,78.00°C,65.00°C,100%,80%,0%,1968RPM,36.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:34:28 PM,1174RPM,1419RPM,3075RPM,1170RPM,1201RPM,48.00°C,55.50°C,45.00°C,1.14V,51.88°C,57%,42.00°C,46.00°C,0%,0%,0%,1225RPM,86.00°C,78.00°C,65.00°C,99%,80%,0%,1952RPM,36.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:34:33 PM,1166RPM,1485RPM,3260RPM,1184RPM,1201RPM,48.00°C,58.50°C,45.00°C,1.14V,56.75°C,58%,42.00°C,46.00°C,0%,0%,0%,1189RPM,84.00°C,81.00°C,65.00°C,80%,80%,0%,1960RPM,36.50°C,94W,11.80V,34.50A,407W
29/8/2025 20:34:38 PM,1186RPM,1525RPM,3191RPM,1168RPM,1219RPM,48.00°C,56.50°C,45.00°C,1.11V,54.50°C,40%,42.00°C,47.00°C,0%,0%,0%,1194RPM,84.00°C,78.00°C,65.00°C,99%,80%,0%,1976RPM,36.50°C,94W,11.80V,33.00A,389W
29/8/2025 20:34:43 PM,1168RPM,1490RPM,3082RPM,1172RPM,1220RPM,49.00°C,53.00°C,45.00°C,1.14V,53.13°C,44%,42.00°C,46.00°C,0%,0%,0%,1086RPM,86.00°C,77.00°C,65.00°C,99%,80%,0%,1976RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:34:48 PM,1180RPM,1430RPM,3103RPM,1168RPM,1200RPM,48.00°C,52.00°C,45.00°C,1.13V,52.25°C,46%,42.00°C,46.00°C,0%,0%,0%,1040RPM,86.00°C,78.00°C,65.00°C,99%,80%,0%,1984RPM,36.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:34:53 PM,1179RPM,1422RPM,3068RPM,1173RPM,1200RPM,49.00°C,52.00°C,45.00°C,1.14V,52.25°C,43%,42.00°C,45.00°C,0%,0%,0%,1000RPM,86.00°C,78.00°C,65.00°C,99%,80%,0%,1976RPM,36.50°C,94W,11.90V,33.50A,399W
